ID,TITLE,LOCATION,SALARY,SUMMARY
kr.indeed.com/viewjob?jk=cd40cf786e32f325,사내 및 서비스 보안 담당자 (경력),네오위즈 대한민국,,"GuardDuty, WAF, VPC Flow Logs 분석 등)이 있으신 분 - 각종 스크립트 언어(Perl, Python, shell script 등)의 활용 능력을 가진 분 - 모바일 게임 앱에 대한 보안 검수 경험이..."
kr.indeed.com/viewjob?jk=6d2542e38cfca6e3,Deep Learning Engineer Intern,Intel 4.1 서울,,optimization strategies Programming skills with Python/C++ Experience working with one or more deep learning frameworks...
kr.indeed.com/viewjob?jk=d14b8e0abce71268,Software Engineer (Embedded),BOEING 서울,,"than 1+ software languages (e.g. embedded C or C++, Java, Python, Java script, model based engineering and so on) English..."
kr.indeed.com/viewjob?jk=1710cc40e88942fc,Senior Verification Engineer,Dialog Semiconductor 대한민국,,"deadlines for self and others. Preferred TCL, Make, Perl, Python Strong external focus, full awareness of competitive edge..."
kr.indeed.com/viewjob?jk=2b2dcd3ffe3d53df,카카오 데이터의 가치를 발굴할 데이터 분석가 모집,카카오 4.0 성남 판교역,,"기술 통계량 이해 및 해석) 데이터 분석 업무를 수행할 수 있는 언어 스킬 필수 SQL 필수 R 또는 Python을 다룰 수 있는 분 (SAS, SPSS, GA, tableau 등 통계 툴만 사용 가능한 경우 제외) 하둡..."
kr.indeed.com/viewjob?jk=4cd34228af5013fd,DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원 대구 현풍면,,"우수자(SPSS, R 등 통계패키지) 외국어(영어) 구사 능력 우수자 Programming(MATLAB, Python, C/C++ 등) 가능자 · 근무기간 : 2019.3.11.~2020.3.10. ※ 단, 재계약 평가에..."
kr.indeed.com/viewjob?jk=0064deb5fa9cbce0,데이터 사이언티스트 모집,카카오 4.0 성남 판교역,,"양한 실험을 통해 알고리즘을 개선합니다. 지원자격 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분( Python, Java, C/C++, Scala 등) 머신러닝/딥러닝 오픈소스를 이용하여 1년 이상 특정 서비스에 모델..."
kr.indeed.com/viewjob?jk=233bbfd9781e846d,"Engr, Tech Supp 3",KLA-Tencor 대한민국,,background Excel macro/code development for log analysis Python Database development for production Open to NCG (New College...
kr.indeed.com/viewjob?jk=0358a49db2d23ee6,(주)솔라라이트 인공지능(AI)개발 인재,솔라라이트 대구 동구,"월급 2,000,000원",공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
kr.indeed.com/viewjob?jk=ff626941e918bf66,Deep Learning Junior Engineer,Intel 4.1 서울,,"PyTorch, and Caffe - Strong programming skills with C/C++ and Python - Experiences in programming and testing on Linux..."
kr.indeed.com/viewjob?jk=7cb5c3076d1701db,"Field Applications Engineer, Audio",Dolby 서울,,"High level or detailed knowledge of SOC design. C/C++, python coding skills. Knowledge of music, audio/video production..."
kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89,추천 통계분석/데이터사이언티스트,카카오 4.0 성남 판교역,,"통계, 수학 관련 분야의 석사 또는 박사 학위 소지자 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어( Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항..."
kr.indeed.com/viewjob?jk=aa4f54d9c677fd73,인프라보안,NHN 4.4 성남 판교역,,"영역별 취약점에 대한 충분한 이해 - CVE 보안취약점 분석 및 대응 역량 - C, Java, Python 등을 통한 업무 자동화 및 분석도구 개발 경험 - 리버스 엔지니어링에 능숙하거나 다수의 버그바..."
kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오 4.0 성남 판교역,,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어( Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
kr.indeed.com/viewjob?jk=7d4ce148913a63c1,Data Scientist,Motion2AI 서울,,"thinking to define unstructured problems - Experience with Python (pandas, numpy), R, SQL... VBA to deal... large..."
kr.indeed.com/viewjob?jk=a68b395e909a260f,"Data Analyst, Mid-Market",Criteo 서울,,"scale Leverage Python and SQL to answer commercial requests Own and maintain reports/tools in Tableau, Python and other data..."
kr.indeed.com/viewjob?jk=94e6b51a16f4a0f6,Perception Software Engineer - Autonomou...,NVIDIA 대한민국,,work experience. Strong programming skills in C++ and python. Hands-on experience in developing algorithms for state...
kr.indeed.com/viewjob?jk=464ad076ec3e1fa0,CHC – Business intelligence - TOM_2136,Sanofi 4.1 서울,,"degree in related field Business-level experience with R, Python Experience owning the analytics and performance of a large..."
kr.indeed.com/viewjob?jk=89f3e10d77a126bf,Field Service Engineer,Nearfield Instruments 경기도 용인,,"troubleshooting. Preferably to have coding capability (Matlab, Python...etc... data analysis, visualization, and algorithm..."
kr.indeed.com/viewjob?jk=da5d4dd560fb6f85,Data Scientist,Garrett Advancing Motion 경기도,,"System/Data Integration • High level programming skills ( Python, R, Matlab, C++ or Java) • Machine Learning Algorithms..."
kr.indeed.com/viewjob?jk=f2cca1a985038942,[EY한영] 감사본부 파생상품평가부서(DVC) 경력직 모집,Ernst & Young 4.0 대한민국,,"우대사항 - 금융공학/수학/컴퓨터 관련 전공자 - 이자율 파생상품 평가관련 지식 보유자 - C++/C, Python, VBA, QuantLib 활용 개발 유경험자 * 전형절차 - 1차 서류 심사 - 2차 실무 면접..."
kr.indeed.com/viewjob?jk=df42d43b634623da,Data analyst,AIG 서울,,"Intermediate level of analytics software and methods (e.g. Python, R, SPSS, SAS). Familiarity with relational databases, SQL..."
kr.indeed.com/viewjob?jk=0e0954f54d067be7,2021년 4월 경력사원,세메스 천안 서북구,,"역량 (C++, Python, Vision Library 등) AI... 머신러닝, 데이터마이닝 기반 데이터 분석 시스템 개발 경력 Python, R, SAS 등 프로그래밍 경력 0명 부품 표준화 Etch..."
kr.indeed.com/viewjob?jk=e934bb33ef71dacb,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young 4.0 대한민국,,총계정원장조정 경험자 - Python/R 등 프로그램 언어 활용 능력... PowerBI... Tableau Experience with Python/ R or other programming languages...
kr.indeed.com/viewjob?jk=43f8edb38c7888c7,위메프오 서버개발자(정규직),위메프 2.8 대한민국,,"데이터베이스 분산설계 및 미들웨어 개발 [자격사항] - 서버 프로그래밍 언어(PHP, Go, C/C++, Python, Java) 중 1개 이상 사용이 가능한 분 - 자료구조, 알고리즘, 분산처리 등 SW관련 기본지식 보유..."
kr.indeed.com/viewjob?jk=4f2835fd73c9e3c7,Application Engineer III - (E3),Applied Materials Inc. 대한민국,,"trainer. 7. Direct experience of algorithm writing (e.g., R, Python... plus. 8. Travel to international locations at ~25..."
kr.indeed.com/viewjob?jk=818d5c4e3d4e8c76,디지털자산(암호화폐) 퀀트 트레이더 (경력),네오위즈 대한민국,,"경험이 있는 분 - 또는 운용사 및 증권회사에서 근무한 경력이 있는 분 우대사항 - 프로그래밍 능력( Python, R 등)을 보유하고, 개발해 본 경험이 있는 분 - 컴퓨터공학, 금융공학, 수학, 통계학을 전공한 분..."
kr.indeed.com/viewjob?jk=18b288e9021d899f,NAVER IDC 서버 운영/관리,NIT Service 춘천 동면,,"Web, WAS에 대한 지식과 System application 운영 경험 - Shell script, python 활용 가능 - 해외 데이터센터 인프라 구축 또는 운영 경험 - 국가보훈대상자 및 장애인은 법령에 의거 우대..."
kr.indeed.com/viewjob?jk=e7c8c2b11f24fb43,Software Engineer,Google 4.3 서울,,"languages, including... limited to: C++, Java, C and Python. Excellent written and verbal communication skills. About..."
kr.indeed.com/viewjob?jk=089931931a0474d5,소형전지사업부/기술혁신센터,삼성SDI 3.9 충청남도 천안,,"천안 전공분야 - 컴퓨터/시스템 전자/전기 기계/산공 전문지식 - Java, C#, C++, Python - Oracle (PL/SQL) - Automod, VisualComponent - 통신프로그래밍 경험..."
kr.indeed.com/viewjob?jk=dfb20fa220f3c478,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",스칼라웍스 대한민국,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
kr.indeed.com/viewjob?jk=19426a808d49f3eb,"(python, C++) 반려 로봇 시스템 개발자",와이닷츠 서울 성북구,"연봉 30,000,000원 - 32,000,000원","단위 소프트웨어의 기능(센서 정보 통합, 모터 제어 등)을 명확하게 정리하고, 시스템에 통합 자격요건 - Python, C/C++ 활용이 가능한 분 - git (git flow)을 활용할 수 있는 분 - IoT 기기 연동..."
kr.indeed.com/viewjob?jk=3330430ae94277db,[타다]데이터 분석가/사이언티스트,쏘카 대한민국,,"통계에 대한 지식 및 머신러닝에 대한 지식을 보유하고 있으며, 데이터 분석 실무 경험이 풍부하신 분 • R, Python(Pandas, Numpy, Scikit-learn) 등의 데이터 분석을 위한 언어를 1개 이상 능숙하게..."
kr.indeed.com/viewjob?jk=eeb9fe1c361f0758,정보보안 담당자,Nexon 성남 분당구,,보안 이벤트 분석 또는 상관관계 이벤트 분석 능력 보유 - OS 및 네트워크 관련 기초 지식 보유 - python 등의 간단한 스크립트 작성 능력보유 - 타인과의 원활한 커뮤니케이션 자세 - 새로운 기술에 대한 적극적...
kr.indeed.com/viewjob?jk=2da67b89b1d7139b,테크니컬 오디오 디자이너(Technical Audio Designer)...,엔씨소프트 2.7 성남 판교역,,"능력 우대사항 - Wwise 자격증 보유 (101, 201, 251, 301) - 스크립팅 언어 활용 능력 ( Python, Lua, R 등) - 사운드 디버깅, 프로파일링을 활용한 문제 정의와 해결 능력 - C++ 언어 기초..."
kr.indeed.com/viewjob?jk=092d062a6faa7139,데이터 분석가 모집,카카오 4.0 성남 판교역,,"이터 분석 지원자격 데이터 분석 업무를 수행할 수 있는 하나 이상의 언어 스킬 필수 (예. SQL, Python, R 등) 데이터 기반 프로젝트 경험이 있으신 분 (예: 통계 분석 프로젝트) 어떤 일이라도 중요하게 여기..."
kr.indeed.com/viewjob?jk=836b58f1148deecc,A.I. 내비게이션 전문가,LG전자 3.8 서울 서초구,,"control, Mobile manipulation - 자율 주행 기능 SW 개발 : 중급 이상의 C/C++/ Python 프로그래밍 : SW 개발 프로세스에 대한 이해 2. 우대사항 - 자율 주행자동차, AR/VR등 연관..."
kr.indeed.com/viewjob?jk=45dd2b1b31a5daf4,SAP HANA Quality Specialist,SAP 4.3 서울,,"discipline Preferred skills Knowledge of LINUX Knowledge of Python/shell-Scripting, C/C++ Using C++-Debuggers (like GDB..."
kr.indeed.com/viewjob?jk=59db18a2366b2c92,AI 분야 석/박사,LG CNS 3.7 서울,,"이상 (AI 관련 논문 발표) ② AI/딥러닝 알고리즘 연구개발 프로젝트 경험 ③ Ubuntu Linux, Python, Tensorflow, PyTorch 사용 중상급 이상 우대사항(해당 내용 중 1개 이상) ① AI/머신..."
kr.indeed.com/viewjob?jk=f9c62ca17df264f7,[청년디지털일자리][신입/정규] 광고 솔루션 개발 (Python),니트머스 서울 중구,"연봉 28,000,000원 - 30,000,000원","솔루션 개발 ( Python)모집 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] 광고 솔루션 개발 ( python) [근무부서 및... 3년)졸업 직무기술: 개발자, Python [우대사항] 자격증: 정보처..."
kr.indeed.com/viewjob?jk=179e7788400b43f5,Summer Internship: SW Engineer,Fasoo 서울 마포구,"월급 1,850,000원","Knowledge... syntax of languages... Java, C/C++ or Python. · Korean language fluency: should be able..."
kr.indeed.com/viewjob?jk=54e0d08c99dcf507,MI(Market Intelligence)담당 마케팅 전략 경력사원,LG전자 3.8 서울 영등포구,,"마케팅 전략/방향성 도출 경험 보유 4) 우대 사항 - 통계 분석 및 프로그래밍 언어 역량 보유: R, python, Java, SPSS, Tableau, etc. - 영어 능통 역량: 해외법인과 영어 화상 회의 및 현지..."
kr.indeed.com/viewjob?jk=f71d35f5dff01c45,Consultant - Identity & Security,Microsoft 4.2 대한민국,,"more... following: Azure PowerShell, CLI, Visual Studio, Python, Ruby or Terraform Identity: Designing and implementing..."
kr.indeed.com/viewjob?jk=9a818d9d91db847d,Data Analytics SA,Amazon Web Services Korea LLC 서울,,"some relevant languages, tools and frameworks (e.g python, Java, R, scala, spark, Kafka, Hadoop ecosystem, presto, Hive..."
kr.indeed.com/viewjob?jk=7a94b6093a374c8e,Data Scientist,뱅크샐러드 서울 영등포구,,"기반 예측, 모델링 프로젝트 경험자 데이터 분석/모델링을 위한 언어 및 프레임워크 사용에 익숙하신 분 ( Python, R, SQL, Pandas, TensorFlow, Pytorch, Spark 등) 회사 내부 구성원들과..."
kr.indeed.com/viewjob?jk=4bfb17b42e2d7728,Field Algorithm Engineer,Nova Measuring Instruments 경기도 화성,,long periods of time (up to 1 month each time). Programming – python proficient. Machine learning and data science experience...
kr.indeed.com/viewjob?jk=c52b13ca64b943c1,솔루션 엔지니어 (Network Infra),글로벌 네트워크 회사 서울 강남구,"연봉 80,000,000원 - 120,000,000원","OpenShipft, Kubernetes, Microsoft Service) * Programming ( Python, JavaScript, Golang etc.) 근무 형태: 정규직 급여: 80,000,000원 - 120..."
kr.indeed.com/viewjob?jk=1c2dec1a2156f6aa,(데이터개발) API플랫폼 개발자,Nexon 성남 분당구,,"architecture를 구현하고 이를 효과적으로 관리할 수 있는 기반 개발 지원자격 - Java, Go, Python 중 한 가지 이상의 언어를 이용한 웹 서비스 개발 경험이 있으신 분 - MySQL 등의 RDBMS..."
kr.indeed.com/viewjob?jk=9fe4755841bec8ce,"데이터 분석 및 컨설팅 분야 (Python, SAS, 빅데이터) 경력직",한국정보기술단 과천 과천시,,"데이터 분석 및 컨설팅 분야 ( Python, SAS, 빅데이터) 경력직... 대졸 이상 (학사 이상 우대) - 데이터 분석 분야 경력 2년 이상 ( Python, R, SAS 기반의 DATA Preparation, 통계, 머신러..."
kr.indeed.com/viewjob?jk=be6c1f03fa566f8e,추천 시스템 연구/개발,카카오 4.0 성남 판교역,,"분야 석사 또는 박사 학위 소지자 적어도 하나 이상의 능숙한 프로그래밍 언어가 있으신 분 우대사항 Python, C++, GPU 프로그래밍 숙련자 TensorFlow, PyTorch, implicit 등 머신러닝/추천..."
kr.indeed.com/viewjob?jk=dbe3257e487e5814,[AI/Lab] AI 백엔드 엔지니어 (전문연구요원 가능),버즈니 서울,,"플랫폼 및 시스템 구축 이런 분을 찾습니다 주도적으로 문제를 찾고, 해결할 수 있는 능력을 보유하신 분 Python 사용 경험이 있으신 분 다음 항목 중 두 가지 이상에 해당되는 분 AWS 혹은 GCP와 같은 클라우드 플랫폼..."
kr.indeed.com/viewjob?jk=ce7849f8b35e1c3e,Technical Enablement Manager,DataDog 서울,,"Kubernetes or Rancher etc.. Scripting languages like Python, Javascript, Ruby, Perl, Go, PHP, or Chef/Puppet etc.. Why You..."
kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon 성남 분당구,,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
kr.indeed.com/viewjob?jk=b647e33d03c852bb,[PUBG Studio Analytics] Data Analyst,PUBG 서울,,"especially with data science and visualization libraries in Python or R • Strong oral, organizational, and written..."
kr.indeed.com/viewjob?jk=61df4db7859da6ec,기계학습 전문가 모집,엔씨소프트 2.7 성남 판교역,,"기간 : 2년 ~ 10년 필수조건 - 딥러닝 또는 강화학습 관련 전문 지식 및 R&D 경험 필수 - R&D에 python을 능숙하게 활용 할 수 있어야 하며, pytorch, tensorflow 등 딥러닝 라이브러리를 업무에..."
kr.indeed.com/viewjob?jk=420be2f869f886f1,Data Analyst,뱅크샐러드 서울 영등포구,,"가지신 분 Business Intelligence 시스템 및 비즈니스 리포팅 툴의 활용 능력 프로그래밍 언어( Python/R, etc)를 활용하여 데이터 분석이 가능하신 분 더 나은 데이터 기반 서비스를 만들기 위해 동료들과..."
kr.indeed.com/viewjob?jk=bb83a9ca56d8a05c,[리니지2] MMORPG 서버 프로그래머 모집,엔씨소프트 2.7 성남 판교역,,Windows Programming - Web Programming - Script languages ( Python 등) 제출서류 포트폴리오(필수) 전형단계 서류전형 1차 면접 NC TEST 2차 면접 처우협의 입사 도움말...
kr.indeed.com/viewjob?jk=752a4b5d63eac97c,Back-end Engineer (Python),Soomgo 서울 강남구,,숨고의 백엔드 엔지니어( Python)는 숨고의 기반 기술을 담당하는 매우... 5년 이상의 웹/앱 서비스 백엔드 시스템 개발 경험이 있는 분 • Python 언어를 활용한 개발 경험이 있는 분 • 성능 최적화에 대해 지속적으로...
kr.indeed.com/viewjob?jk=0064deb5fa9cbce0,데이터 사이언티스트 모집,카카오 4.0 성남 판교역,,"양한 실험을 통해 알고리즘을 개선합니다. 지원자격 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분( Python, Java, C/C++, Scala 등) 머신러닝/딥러닝 오픈소스를 이용하여 1년 이상 특정 서비스에 모델..."
kr.indeed.com/viewjob?jk=2b2dcd3ffe3d53df,카카오 데이터의 가치를 발굴할 데이터 분석가 모집,카카오 4.0 성남 판교역,,"기술 통계량 이해 및 해석) 데이터 분석 업무를 수행할 수 있는 언어 스킬 필수 SQL 필수 R 또는 Python을 다룰 수 있는 분 (SAS, SPSS, GA, tableau 등 통계 툴만 사용 가능한 경우 제외) 하둡..."
kr.indeed.com/viewjob?jk=9c4f4236ac42f224,DBA 엔지니어,쏘카 대한민국,,"시계열 데이터베이스(InfluxDB) 구축 운영 경험이 있으신 분 • 자동화를 위한 스크립트 (Shell, Python, Ansible) 지식을 보유하신 분 • 새로운 기술 도입에 대한 오픈 마인드를 가지고 계신 분 전형절차..."
kr.indeed.com/viewjob?jk=27ea6faf6a8516fd,퀀트 개발자 (Quant Developer),ATZ Inc. 서울,"연봉 30,000,000원 - 40,000,000원",any... following languages. (C/C++/C#/ Python/Java/Node.js)* Experience with R... languages) C/C++/C#/ Python/Java R/Excel...
kr.indeed.com/viewjob?jk=68486bb7da29a05b,Sr. Application Engineer - HAV,Mentor Graphics (Korea) LLC 4.0 경기도 성남,,"Proficient in scripting languages used today. (e.g., Perl, Python, various shell scripts/Makefiles, XML, JSON, etc.) Good..."
kr.indeed.com/viewjob?jk=98fea5db0006587a,SNOW Graphics 담당자,네이버 서울,,"토링, 디자인 패턴, ReactiveX 활용 경험 - Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험 - ML 적용 경험 (Tensorflow 등) 전형절차 및 기타사항 - 접수기간..."
kr.indeed.com/viewjob?jk=b3bad30597277db5,금융 AI 기술 연구 개발자 모집,엔씨소프트 2.7 성남 판교역,,"및 연구/문제 해결 능력 - Python 언어에 능숙하신 분 2. 해당직... Recognition, Data/Text Mining 경험 보유 - Python, SQL 활용 우대사항 - AI 관련 전공자 - 금융 도메인에 대한..."
kr.indeed.com/viewjob?jk=6ffc6777e4269d57,Telecom Support Engineer,Amazon Web Services Korea LLC 서울,,"Java or solving complex problems in Python, the ideal candidate will love using... complex problems in Python, the ideal..."
kr.indeed.com/viewjob?jk=6aebabcddef7f514,Field Application Engineer,Nearfield Instruments 경기도 용인,,"troubleshooting. Preferably to have coding capability (Matlab, Python...etc... data analysis, visualization, and algorithm..."
kr.indeed.com/viewjob?jk=85929aac498299cc,데이터 사이언스 전문가 및 머신러닝 전문가 모집,카카오 4.0 성남 판교역,,명시해 주시기 바랍니다. 지원자격 개발 경력 2년 이상 머신 러닝/데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
kr.indeed.com/viewjob?jk=4b1ef235605e3648,데이터 사이언티스트 경력자,LG전자 3.8 서울 영등포구,,"알고리즘에 관한 경험 . Data integrity, data governance 에 대한 경험 . Python Data & Analytics 라이브러리 경험 (NLTK, Spacy, Scikit-Learn, PyTorch..."
kr.indeed.com/viewjob?jk=69ab0f58743cb713,21년 전문연구요원 (AI엔지니어),Nexon 성남 분당구,,"대상자 - 병역의무가 없거나 면제된 분, 병역의 의무를 마치신 분은 본 공고의 대상에서 제외됨 - Python에 숙련된 프로그래밍 능력과 머신러닝 라이브러리 활용 경험 - 머신러닝과 강화학습에 관련된 지식 습득 혹은..."
kr.indeed.com/viewjob?jk=dfe4f3638b0d10d2,블록체인 센터 백엔드 개발자 (경력),네오위즈 대한민국,,"센터 백엔드 개발자 (경력) 담당업무 - 블록체인을 이용한 서비스의 백엔드 설계 및 개발 자격요건 - Python/Node.js/Java 중 1가지 이상의 언어로, 서비스를 개발하는 것에 익숙한 분 - Restful..."
kr.indeed.com/viewjob?jk=44f16e94e3e6b589,"Staff Software Engineer, Maps & Navigati...",Tesla 서울,,"industry Fluency in English Proficient in one of C++, Python Experience writing and shipping customer-facing code High..."
kr.indeed.com/viewjob?jk=5d586ea25719e960,[Papago] 파파고 머신러닝(컴퓨터비전) 엔지니어 체험형 인턴,네이버 서울,,"enhnacement [자격요건] · (학부/대학원) 컴퓨터비전/신호처리 관련 전공으로 재학 혹은 졸업하신 분 · Python 등의 프로그래밍 언어를 다루실 수 있는 분 · TensorFlow, PyTorch 등의 딥러닝..."
kr.indeed.com/viewjob?jk=be95b5718905880f,AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스 3.8 서울,,"의미한 인사이트 발굴 - R, Python, SQL 등 Statistics... 등)의 다양한 솔루션을 활용하여 서비스 개발 경험자 2) Java, Python 등 프로그래밍 개발 경험 보유자 3) Container 기반 서비스..."
kr.indeed.com/viewjob?jk=e8a4630bec0783e8,2021 Market Data Analyst - Seoul,Bloomberg 서울,,"work experience using one more programming language... Python, SQL and R Fluency in Korean and English (both spoken..."
kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오 4.0 성남 판교역,,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
kr.indeed.com/viewjob?jk=d1e75364ef505c68,"데이터 가치를 함께 발굴하실 머신러닝, 통계 모델링 전문가 모집",카카오 4.0 성남 판교역,,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어( Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
kr.indeed.com/viewjob?jk=03b685211780bbb9,동진쎄미켐 IT 부문 신입사원,동진세미캠 서울 상암동,,"주요 업무 : ERP 시스템 개발 및 관리 - 우대사항 1) 전산 관련 전공 및 자격증 소지자 2) Python, JAVA, MS-SQL, 오라클 ERP 경험자 3) 어학(영어) 우수자 0명 서울 본사 (상암..."
kr.indeed.com/viewjob?jk=9040dba1c8db2a5d,퀀트운용팀 (사원-대리급),신한비엔피파리바자산운용 대한민국,,지식 보유자 - 투자자산운용사 자격증 소지자 우대 - CFA/CAIA/CPA 자격증 소지자 우대 - VBA/ Python 활용한 업무 가능자 우대 - 관련 전공 및 석박사 학위/금융 관련 자격증 보유자 우대 3. 전형방법...
kr.indeed.com/viewjob?jk=7fdcd7a7457b1e93,데이터 분석,아프리카TV 경기도 성남,,"의 서비스 이용/소비형태/이상현상과 트렌드 변화가 궁금하신 분 - B2C서비스 데이터 분석 직군에서 데이터 핸들링 경험이 있으신 분 - SQL,Excel,R, Python 등을 이용하여 데이터 추출 또는 분석이 가능하신 분"
kr.indeed.com/viewjob?jk=89d4053c832fee5a,Infra Biz본부 기술지원 계약직,SK텔레콤 4.0 대한민국,,"경험 보유자 우대 - Network Protocol, IP Network, 가상화, Android/ Python Programming 등 지식 보유자 우대 ※ 전형절차 : 서류전형 -> 면접전형 -> 인성검사/신체검사..."
kr.indeed.com/viewjob?jk=ce7813d9b3e818b5,위촉연구원 (에너지통계연구팀),에너지경제연구원 울산,,"우대사항 : SAS, R, Python, STATA, SPSS 등 통계분석... 경력 : 신입/경력(연차무관) 나이 : 무관 우대사항 SAS, R, Python, STATA, SPSS 등 통계분석패키지를 이용하여 데이터 분석을..."
kr.indeed.com/viewjob?jk=b102b3d8f193a4c1,2021 GEDP (Global Engineering Developmen...,GE Appliances 경기도 성남,,using C programming language Scripting languages like Lua/ Python/JavaScript may also be used if needed Support connected...
kr.indeed.com/viewjob?jk=f646e85ff3e17ed8,Data Scientist - IBM Garage,IBM 3.9 서울,,"programming languages to derive meaningful data insights (e.g., Python, R, Spark, TensorFlow, Jupyter, etc.) * Possess..."
kr.indeed.com/viewjob?jk=d98dfbbf0162cbb7,Vocational Training Program Intern (Inte...,SAP 4.3 서울,,"conditions Programming languages: C or C++ expertise, SQL, Python Intermediate communication skills in English Preferred..."
kr.indeed.com/viewjob?jk=02eeb14921bf1b94,"데이터 관련(엔지니어, 사이언티스트, 마케팅 직무) 경력사원",LG전자 3.8 서울 중구,,"필요 ④ Python, Java 등 프로그래밍 언어 역량 필요 2) Data scientist ① 빅데이터 분석/관리 및 관련 업무 경험 보유자 ② 통계 및 머신러닝 역량 필요 ③ SQL 역량 우대 ④ Python, R 등..."
